user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
IO-all-MES-0-8-5-00-bin-116,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__UBA11136 sp002686135,GCA_002686135.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__UBA11136 sp002686135,98.9,0.82,GCA_002686135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__UBA11136;s__UBA11136 sp002686135,98.9,0.82,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA11136;f__UBA11136;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,88.53,11,,
SPO-SPSG-MIX-0-8-5-00-bin-154,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__GCA-2722175;g__GCA-2722175;s__GCA-2722175 sp002722175,GCA_002722175.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__GCA-2722175;g__GCA-2722175;s__GCA-2722175 sp002722175,99.94,0.86,GCA_002722175.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__GCA-2722175;g__GCA-2722175;s__GCA-2722175 sp002722175,99.94,0.86,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.12,11,,
SPO-all-SRF-0-8-5-00-bin-500,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,GCA_002717285.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.91,0.89,GCA_002717285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.91,0.89,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,97.6,11,,
SPO-SPSG-SRF-0-8-5-00-bin-226,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,GCA_002717285.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.93,0.89,GCA_002717285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.93,0.89,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,97.72,11,,
IO-all-DCM-0-8-5-00-bin-180,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,GCA_002717285.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.55,0.86,GCA_002717285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__GCA-2717285;s__GCA-2717285 sp002717285,99.55,0.86,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,92.44,11,,
IO-all-MES-0-8-5-00-bin-210,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2687515;s__GCA-2687515 sp002687515,GCA_002687515.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2687515;s__GCA-2687515 sp002687515,99.8,0.89,GCA_002687515.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__GCA-2687515;s__GCA-2687515 sp002687515,99.8,0.89,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.45,11,,
MS-all-SRF-0-8-5-00-bin-369,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,GCA_002168115.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,99.62,0.92,GCA_002168115.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,99.62,0.92,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,98.59,11,,
MS-all-DCM-0-8-5-00-bin-378,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,GCA_002168115.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,99.64,0.94,GCA_002168115.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp002168115,99.64,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.83,11,,
MS-all-DCM-0-8-5-00-bin-394,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2691085;f__GCA-2691085;g__GCA-2691085;s__GCA-2691085 sp002691085,GCA_002691085.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2691085;f__GCA-2691085;g__GCA-2691085;s__GCA-2691085 sp002691085,99.89,0.94,GCA_002691085.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2691085;f__GCA-2691085;g__GCA-2691085;s__GCA-2691085 sp002691085,99.89,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,98.49,11,,
NAO-all-SRF-0-8-5-00-bin-375,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765,GCA_002457765.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765,99.33,0.79,GCA_002689625.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002689625,99.11,0.71,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__,ANI,topological placement and ANI have incongruent species assignments,"GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 88.45, 0.75; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 79.0, 0.45; GCA_002695585.1, s__UBA8309 sp002695585, 95.0, 78.5, 0.35; GCA_001627655.1, s__UBA8309 sp001627655, 95.0, 78.39, 0.36; GCA_002457745.1, s__UBA8309 sp002457745, 95.0, 78.19, 0.35; GCA_002731315.1, s__UBA8309 sp002731315, 95.0, 77.8, 0.33",89.8,11,,
MS-all-SRF-0-8-5-00-bin-567,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765,GCA_002457765.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457765,99.25,0.81,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__,ANI/Placement,topological placement and ANI have incongruent species assignments,"GCA_002689625.1, s__UBA8309 sp002689625, 95.0, 99.14, 0.7; GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 88.43, 0.76; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 79.08, 0.45; GCA_002457745.1, s__UBA8309 sp002457745, 95.0, 78.28, 0.35; GCA_002695585.1, s__UBA8309 sp002695585, 95.0, 78.19, 0.36; GCA_001627655.1, s__UBA8309 sp001627655, 95.0, 78.0, 0.35; GCA_002731315.1, s__UBA8309 sp002731315, 95.0, 77.66, 0.32",86.67,11,,
RS-all-SRF-0-8-5-00-bin-62,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002695585,GCA_002695585.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002695585,98.29,0.74,GCA_002695585.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002695585,98.29,0.74,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001627655.1, s__UBA8309 sp001627655, 95.0, 98.08, 0.81; GCA_002457745.1, s__UBA8309 sp002457745, 95.0, 81.38, 0.56; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 80.33, 0.34; GCA_002457765.1, s__UBA8309 sp002457765, 95.0, 78.14, 0.29; GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 78.06, 0.29; GCA_002689625.1, s__UBA8309 sp002689625, 95.0, 78.05, 0.24",84.15,11,,
MS-all-DCM-0-8-5-00-bin-145,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457745,GCA_002457745.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457745,99.18,0.83,GCA_002457745.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002457745,99.18,0.83,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002695585.1, s__UBA8309 sp002695585, 95.0, 81.51, 0.6; GCA_001627655.1, s__UBA8309 sp001627655, 95.0, 81.41, 0.69; GCA_002686685.1, s__UBA8309 sp002686685, 95.0, 78.93, 0.35; GCA_002457765.1, s__UBA8309 sp002457765, 95.0, 78.11, 0.33; GCA_002689625.1, s__UBA8309 sp002689625, 95.0, 78.07, 0.25; GCA_002683535.1, s__UBA8309 sp002683535, 95.0, 77.92, 0.32; GCA_002731315.1, s__UBA8309 sp002731315, 95.0, 77.56, 0.14",84.09,11,,
MS-all-DCM-0-8-5-00-bin-368,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,GCA_002457135.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,99.62,0.94,GCA_002457135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,99.62,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,98.06,11,,
MS-all-SRF-0-8-5-00-bin-415,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,GCA_002457135.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,99.59,0.91,GCA_002457135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA1172;s__UBA1172 sp002457135,99.59,0.91,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,94.9,11,,
MS-all-SRF-0-8-5-00-bin-453,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725,GCA_002691725.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725,99.43,0.83,GCA_002691725.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725,99.43,0.83,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.38,11,,
IO-all-MES-0-8-5-00-bin-177,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__AAA240-E13 sp002690285,GCA_002690285.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__AAA240-E13 sp002690285,99.05,0.77,GCA_002690285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__AAA240-E13 sp002690285,99.05,0.77,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000513075.1, s__AAA240-E13 sp000513075, 95.0, 88.3, 0.67; GCA_003211695.1, s__AAA240-E13 sp003211695, 95.0, 85.42, 0.61; GCA_000504605.1, s__AAA240-E13 sp000504605, 95.0, 85.08, 0.59; GCA_000513055.1, s__AAA240-E13 sp000513055, 95.0, 83.71, 0.62; GCA_000504625.1, s__AAA240-E13 sp000504625, 95.0, 82.1, 0.53; GCA_003209225.1, s__AAA240-E13 sp003209225, 95.0, 79.28, 0.44",76.9,11,,
MS-all-SRF-0-8-5-00-bin-474,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__HIMB114 sp002171085,GCA_002171085.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__HIMB114 sp002171085,99.25,0.76,GCA_002171085.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__HIMB114 sp002171085,99.25,0.76,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000163555.2, s__HIMB114 sp000163555, 95.0, 92.68, 0.84; GCA_002692055.1, s__HIMB114 sp002692055, 95.0, 78.81, 0.45; GCA_002684895.1, s__HIMB114 sp002684895, 95.0, 78.5, 0.5; GCA_003209195.1, s__HIMB114 sp003209195, 95.0, 78.36, 0.43",82.08,11,,
MS-all-SRF-0-8-5-00-bin-12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145,GCA_002691145.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145,99.69,0.95,GCA_002691145.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145,99.69,0.95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.05,11,,
SPO-SPSG-SRF-0-8-5-00-bin-380,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535,GCA_002720535.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535,98.46,0.85,GCA_002720535.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__TMED109 sp002720535,98.46,0.85,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__TMED109;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002171375.1, s__TMED109 sp002171375, 95.0, 82.47, 0.65; GCA_002937655.1, s__TMED109 sp002937655, 95.0, 81.66, 0.71",89.35,11,,
IO-all-SRF-180-2000-00-bin-77,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis,GCF_000012145.1,95.88,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis,96.44,0.93,GCF_000012145.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis,96.44,0.93,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_000828125.2, s__Rickettsia asembonensis, 95.88, 95.52, 0.84; GCF_000825685.1, s__Rickettsia hoogstraalii, 95.85, 95.09, 0.9; GCF_000696365.1, s__Rickettsia buchneri, 95.0, 93.19, 0.66; GCF_000284155.1, s__Rickettsia australis, 95.46, 93.13, 0.89; GCF_000007025.1, s__Rickettsia conorii, 96.96, 92.54, 0.89; GCF_001051325.1, s__Rickettsia aeschlimannii, 96.92, 92.54, 0.87; GCF_000255355.1, s__Rickettsia helvetica, 95.0, 92.53, 0.87; GCF_001273795.1, s__Rickettsia amblyommatis, 96.96, 92.38, 0.87; GCF_000018205.1, s__Rickettsia akari, 95.46, 92.37, 0.89; GCF_000014345.1, s__Rickettsia canadensis, 95.0, 88.2, 0.89; GCF_000367405.1, s__Rickettsia prowazekii, 95.0, 86.03, 0.85; GCF_000008045.1, s__Rickettsia typhi, 95.0, 85.88, 0.86; GCF_000012385.1, s__Rickettsia bellii, 95.0, 80.67, 0.67; GCF_002285905.1, s__Rickettsia sp002285905, 95.0, 80.46, 0.63",95.32,11,,
NPO-all-SRF-0-8-5-00-bin-387,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002689455,GCA_002689455.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002689455,99.09,0.85,GCA_002689455.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002689455,99.09,0.85,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002328405.1, s__UBA2136 sp002328405, 95.0, 80.43, 0.36",85.75,11,,Genome has more than 10.0% of markers with multiple hits
IO-all-SRF-5-20-00-bin-119,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002328405,GCA_002328405.1,95.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002328405,96.97,0.94,GCA_002328405.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__UBA2136 sp002328405,96.97,0.94,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA2136;g__UBA2136;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002689455.1, s__UBA2136 sp002689455, 95.0, 78.77, 0.34",93.39,11,,
SPO-all-DCM-0-8-5-00-bin-31,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,GCA_002683785.1,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.3,0.87,GCA_002683785.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.3,0.87,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001469005.2, s__UBA1014 sp001469005, 95.0, 78.38, 0.44",90.58,11,,
SPO-SPSG-DCM-0-8-5-00-bin-109,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,GCA_002683785.1,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.33,0.87,GCA_002683785.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.33,0.87,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001469005.2, s__UBA1014 sp001469005, 95.0, 78.34, 0.44",92.74,11,,
NPO-all-MES-0-8-5-00-bin-298,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,GCA_002683785.1,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.21,0.82,GCA_002683785.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp002683785,99.21,0.82,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_001469005.2, s__UBA1014 sp001469005, 95.0, 78.45, 0.43",92.06,11,,
SPO-SPSG-SRF-0-8-5-00-bin-317,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp003541985,GCA_003541985.1,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp003541985,98.92,0.82,GCA_003541985.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp003541985,98.92,0.82,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_000224765.2, s__JCVI-SCAAA005 sp000224765, 95.0, 93.35, 0.74; GCA_002730365.1, s__JCVI-SCAAA005 sp002730365, 95.0, 85.72, 0.71; GCA_002683655.1, s__JCVI-SCAAA005 sp002683655, 95.0, 85.7, 0.64; GCA_002450295.1, s__JCVI-SCAAA005 sp002450295, 95.0, 85.48, 0.65",88.69,11,,
NPO-all-MES-0-8-5-00-bin-361,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235,GCA_002726235.1,95.0,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235,99.94,0.95,GCA_002726235.1,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235,99.94,0.95,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002328825.1, s__UBA2166 sp002328825, 95.0, 82.67, 0.78",92.98,11,,
SAO-all-DCM-0-8-5-00-bin-544,d__Bacteria;p__Binatota;c__Binatia;o__UBA12015;f__UBA12015;g__UBA12015;s__UBA12015 sp003447545,GCA_003447545.1,95.0,d__Bacteria;p__Binatota;c__Binatia;o__UBA12015;f__UBA12015;g__UBA12015;s__UBA12015 sp003447545,98.43,0.78,GCA_003447545.1,d__Bacteria;p__Binatota;c__Binatia;o__UBA12015;f__UBA12015;g__UBA12015;s__UBA12015 sp003447545,98.43,0.78,d__Bacteria;p__Binatota;c__Binatia;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,88.0,11,,
IO-all-DCM-20-180-00-bin-51,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,GCA_002320815.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.94,0.97,GCA_002320815.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.94,0.97,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.65,11,,
IO-all-DCM-0-8-5-00-bin-277,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,GCA_002320815.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.96,0.96,GCA_002320815.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.96,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,91.94,11,,
